brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age,price_per_mile,has_clean_title,had_accident,high_mileage,is_luxury_brand
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,47000.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,30089.0,11,0.6401914893617021,1,0,0,1
Land,Rover Range Rover 3.0L Supercharged HSE,2017,50340.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,47000.0,9,0.9336511720301947,1,1,0,0
Mercedes-Benz,E-Class E 350 4MATIC,2010,67800.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,13999.0,16,0.20647492625368732,1,0,1,1
Dodge,Dakota Sport,2002,150000.0,Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Gray,At least 1 accident or damage reported,Yes,5500.0,24,0.03666666666666667,1,1,1,0
Chevrolet,Camaro ZL1,2018,13500.0,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,54000.0,8,4.0,1,1,0,0
Hummer,H3 Base,2007,101750.0,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,12900.0,19,0.12678132678132678,1,0,1,0
Honda,Odyssey EX-L,2022,18385.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Beige,None reported,Yes,37950.0,4,2.0641827576828935,1,0,0,0
Nissan,350Z Touring,2008,123500.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,13500.0,18,0.10931174089068826,1,1,1,0
GMC,Savana 2500 Work Van,2017,117000.0,E85 Flex Fuel,342.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Silver,None reported,Yes,38000.0,9,0.3247863247863248,1,0,1,0
Mercedes-Benz,E-Class E 350 4MATIC,2010,86121.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,13600.0,16,0.15791734884639055,1,0,1,1
Lexus,GX 460 Premium,2020,22466.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,45900.0,6,2.043087331968308,1,0,0,1
Nissan,Titan XD SV,2017,80000.0,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,23800.0,9,0.2975,1,0,1,0
Chrysler,300 Touring,2020,23152.0,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,28250.0,6,1.2201969592259847,1,0,0,0
Dodge,Charger R/T,2006,91300.0,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Yellow,–,None reported,Yes,9200.0,20,0.10076670317634173,1,0,1,0
Nissan,Pathfinder SL,2020,45000.0,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,Yes,28999.0,6,0.6444222222222222,1,0,0,0
Rivian,R1S Launch Edition,2023,1885.0,Gasoline,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,White,None reported,Yes,93500.0,3,49.60212201591512,1,0,0,0
Ford,Explorer Platinum,2018,73049.0,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,6-Speed Automatic,Gray,Ebony Black,At least 1 accident or damage reported,Yes,30510.0,8,0.4176648550972635,1,1,1,0
Nissan,Titan SV,2021,7250.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,38000.0,5,5.241379310344827,1,0,0,0
Jaguar,E-PACE S,2019,44000.0,Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,29000.0,7,0.6590909090909091,1,0,0,0
Ford,F-150 FX4,2014,85500.0,Gasoline,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,26900.0,12,0.3146198830409357,1,0,1,0
GMC,Acadia Denali,2021,18083.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,None reported,Yes,43999.0,5,2.4331692750096776,1,0,0,0
Lamborghini,Murcielago Base,2005,22703.0,Gasoline,571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel,M/T,Black,Black,None reported,Yes,99175.0,21,4.368365414262432,1,0,0,0
Chevrolet,Camaro 1LT,2011,111000.0,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,10900.0,15,0.0981981981981982,1,0,1,0
GMC,Acadia SLT-2,2013,115000.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,Yes,14000.0,13,0.12173913043478261,1,0,1,0
Chevrolet,Malibu Premier,2021,33400.0,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,28000.0,5,0.8383233532934131,1,0,0,0
Toyota,Sequoia SR5,2007,136000.0,Gasoline,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,12500.0,19,0.09191176470588236,1,0,1,0
Lexus,IS 350 F Sport,2021,26800.0,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,44000.0,5,1.6417910447761195,1,0,0,1
Tesla,Model Y Performance,2022,30000.0,Gasoline,455.0HP Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,51999.0,4,1.7333,1,0,0,0
Dodge,Challenger SRT8,2008,200684.0,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,10500.0,18,0.0523210619680692,1,0,1,0
Chrysler,300 Touring,2005,119000.0,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,3500.0,21,0.029411764705882353,1,0,1,0
Cadillac,Escalade Sport Platinum,2021,28121.0,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Black Raven,Jet Black,None reported,No,89000.0,5,3.1648945627822624,0,0,0,0
Chrysler,Town & Country Touring,2009,111000.0,Gasoline,197.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,7900.0,17,0.07117117117117117,1,0,1,0
Mazda,CX-5 Touring,2016,116500.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Blue Reflex Mica,Black,None reported,Yes,14311.0,10,0.1228412017167382,1,0,1,0
Acura,TL 3.2,2005,199296.0,Gasoline,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,4900.0,21,0.024586544637122672,1,0,1,0
Chevrolet,Corvette Z06 w/2LZ,2023,202.0,Gasoline,670.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,99175.0,3,490.96534653465346,1,0,0,0
Tesla,Model Y Performance,2021,11200.0,Gasoline,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,Yes,47500.0,5,4.241071428571429,1,0,0,0
Volvo,XC40 T5 Momentum,2020,56536.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,White,Charcoal,None reported,No,26599.0,6,0.47047898684024336,0,0,1,0
Chevrolet,Camaro 2SS,2016,49600.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,32500.0,10,0.655241935483871,1,0,0,0
Acura,TLX Type S PMC Edition,2023,13600.0,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,White,None reported,Yes,65000.0,3,4.779411764705882,1,0,0,0
Volkswagen,Eos 2.0T,2007,59700.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,White,None reported,Yes,10000.0,19,0.16750418760469013,1,0,1,0
Dodge,Charger R/T Scat Pack,2018,19000.0,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Purple,Gray,None reported,Yes,44888.0,8,2.3625263157894736,1,0,0,0
Chevrolet,Corvette Z06,2002,17300.0,Gasoline,405.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,33999.0,24,1.9652601156069365,1,0,0,0
Mercedes-Benz,CLA-Class CLA 250,2014,91140.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,13500.0,12,0.14812376563528637,1,0,1,1
BMW,M5 Base,2015,33000.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,65000.0,11,1.9696969696969697,1,0,0,1
Jeep,Wrangler Unlimited Sport,2019,52775.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,39799.0,7,0.754126006631928,1,0,0,0
Mitsubishi,Lancer Sportback ES,2011,113000.0,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,None reported,Yes,5800.0,15,0.05132743362831858,1,0,1,0
Porsche,Macan Base,2022,13000.0,Gasoline,261.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,60000.0,4,4.615384615384615,1,0,0,1
Mercedes-Benz,CLK-Class CLK 350,2009,77925.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,16500.0,17,0.21174205967276227,1,0,1,1
Dodge,Challenger SRT8,2011,106500.0,–,–,5-Speed A/T,White,White,At least 1 accident or damage reported,Yes,22500.0,15,0.2112676056338028,1,1,1,0
Mazda,Mazda3 Grand Touring,2018,15175.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl Metallic,Parchment,At least 1 accident or damage reported,No,19212.0,8,1.266029654036244,0,1,0,0
Audi,A3 2.0T Premium,2017,137000.0,Gasoline,186.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,10995.0,9,0.08025547445255475,1,0,1,1
BMW,528 i,2015,111000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,–,At least 1 accident or damage reported,Yes,15000.0,11,0.13513513513513514,1,1,1,1
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,49208.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,62425.0,7,1.2685945374735816,1,0,0,0
Audi,S5 3.0T Prestige,2018,44000.0,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,39000.0,8,0.8863636363636364,1,0,0,1
Porsche,718 Boxster Base,2017,26000.0,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,45500.0,9,1.75,1,0,0,1
Chevrolet,Corvette Stingray w/2LT,2020,1800.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,76000.0,6,42.22222222222222,1,0,0,0
Lamborghini,Urus Pearl Capsule,2021,3771.0,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Grigio Nimbus,Bianco Polar,None reported,No,99175.0,5,26.299390082206312,0,0,0,0
Maserati,Quattroporte S,2012,50000.0,Gasoline,425.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,26497.0,14,0.52994,1,0,0,0
Subaru,Impreza 2.0i,2018,93000.0,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,16000.0,8,0.17204301075268819,1,1,1,0
Mercedes-Benz,AMG GT C,2020,15000.0,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,99175.0,6,6.611666666666666,1,0,0,1
Mazda,Mazda6 i Touring,2016,119500.0,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,15000.0,10,0.12552301255230125,1,0,1,0
Porsche,Macan S,2016,50000.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Red,None reported,Yes,36000.0,10,0.72,1,0,0,1
Porsche,Panamera 4,2011,85000.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,No,21500.0,15,0.2529411764705882,0,0,1,1
Genesis,G70 3.3T Advanced,2019,48000.0,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,29999.0,7,0.6249791666666666,1,0,0,0
Jeep,Wrangler Sport,2021,11756.0,Gasoline,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",Automatic,Granite Crystal Metallic Clearcoat,Black,At least 1 accident or damage reported,No,33400.0,5,2.8411024157876827,0,1,0,0
Audi,Q5 2.0T Premium Plus,2018,50400.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,28500.0,8,0.5654761904761905,1,0,0,1
BMW,335 i xDrive,2012,153600.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,17500.0,14,0.11393229166666667,1,0,1,1
Land,Rover Range Rover P530 SE,2023,1869.0,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Eiger Grey,Deep Garnet,None reported,Yes,99175.0,3,53.06313536650615,1,0,0,0
Dodge,Durango SRT 392,2022,31917.0,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,64683.0,4,2.0266002443838707,1,0,0,0
BMW,M3 Base,2016,56235.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Orange,None reported,Yes,50500.0,10,0.8980172490441896,1,0,1,1
Ford,Fiesta ST,2019,28724.0,Gasoline,197.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,18300.0,7,0.6370978972287982,1,1,0,0
Lincoln,MKS Base,2015,124400.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,9500.0,11,0.07636655948553055,1,1,1,0
Chevrolet,Tahoe Premier,2020,137000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,46000.0,6,0.3357664233576642,1,0,1,0
Ferrari,F430 Berlinetta,2005,38686.0,Gasoline,483.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,99175.0,21,2.5635888952075687,1,0,0,0
Ford,F-250 Platinum,2022,6600.0,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,72900.0,4,11.045454545454545,1,1,0,0
Mercedes-Benz,SLK-Class SLK280 Roadster,2007,67200.0,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,11500.0,19,0.17113095238095238,1,0,1,1
Porsche,Macan,2021,16554.0,Gasoline,2.0 Liter,Automatic,White,Beige,None reported,No,51698.0,5,3.1229914220128068,0,0,0,1
BMW,X5 PHEV xDrive45e,2023,15736.0,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Blue,Brown,None reported,Yes,67900.0,3,4.314946619217082,1,0,0,1
Mercedes-Benz,E-Class E500,2005,153460.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,At least 1 accident or damage reported,Yes,5800.0,21,0.03779486511142969,1,1,1,1
Acura,TL 3.7,2012,70000.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,15051.0,14,0.2150142857142857,1,1,1,0
Hyundai,Equus Signature,2011,143898.0,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Brown,None reported,Yes,9950.0,15,0.06914620078110884,1,0,1,0
Mercedes-Benz,SL-Class SL500 Roadster,2003,26190.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,22000.0,23,0.8400152730049637,1,0,0,1
Toyota,Land Cruiser Base,2000,200684.0,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,15900.0,26,0.07922903669450479,1,0,1,0
RAM,2500 Big Horn,2018,27839.0,Gasoline,6.4L V8 16V MPFI OHV,6-Speed Automatic,Granite Crystal Clearcoat Metallic,Diesel Gray / Black,None reported,Yes,41688.0,8,1.4974675814504832,1,0,0,0
Chevrolet,Silverado 2500 WT,2018,141195.0,E85 Flex Fuel,6.0L V8 16V MPFI OHV Flexible Fuel,6-Speed Automatic,Summit White,Dark Ash,None reported,No,28499.0,8,0.20184142497963808,0,0,1,0
Porsche,Macan S,2022,20250.0,Gasoline,375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,68500.0,4,3.382716049382716,1,0,0,1
Jeep,Grand Cherokee L Limited,2022,18333.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,No,41599.0,4,2.2690776195930833,0,0,0,0
Mercedes-Benz,E-Class E 350,2014,35000.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Beige,None reported,Yes,29998.0,12,0.8570857142857143,1,0,0,1
Dodge,Magnum Base,2006,133255.0,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,4000.0,20,0.030017635360774456,1,0,1,0
Porsche,Macan Turbo,2021,14526.0,Gasoline,2.9 Liter Turbo,Automatic,Black,–,None reported,No,79998.0,5,5.507228418009087,0,0,0,1
Mercedes-Benz,E-Class E 550,2014,43690.0,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,23500.0,12,0.5378805218585488,1,0,0,1
Porsche,Macan S,2020,29136.0,Gasoline,3.0 Liter Turbo,Automatic,White,Red,None reported,No,58598.0,6,2.0111889071938496,0,0,0,1
Cadillac,XT5 Luxury,2017,72060.0,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Stellar Black Metallic,Shara Beige,None reported,No,24590.0,9,0.3412434082708854,0,0,1,0
Toyota,Tundra Platinum,2023,8800.0,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,68500.0,3,7.784090909090909,1,0,0,0
Nissan,Versa 1.6 SL,2015,85768.0,Gasoline,109.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,8250.0,11,0.09618972110810559,1,1,1,0
Mercedes-Benz,AMG GT 53 Base,2022,2235.0,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,99175.0,4,44.37360178970917,1,0,0,1
Buick,Enclave Avenir,2019,121521.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Dark Slate Metallic,Ebony / Ebony Accents,None reported,Yes,26772.0,7,0.22030760115535586,1,0,1,0
Porsche,911 GT3,2015,23700.0,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,99175.0,11,4.184599156118144,1,0,0,1
BMW,328 i,2013,124000.0,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,11900.0,13,0.09596774193548387,1,0,1,1
Acura,ILX Premium Package,2018,32260.0,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,20999.0,8,0.6509299442033478,1,0,0,0
Lexus,GX 460 Base,2015,92000.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,28000.0,11,0.30434782608695654,1,0,1,1
Toyota,Land Cruiser Base,2010,200684.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,22500.0,16,0.11211656136014829,1,1,1,0
Chevrolet,Corvette Base,2008,51855.0,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Red,None reported,Yes,35900.0,18,0.692315109439784,1,0,0,0
Mazda,Mazda6 i Touring,2015,124000.0,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,At least 1 accident or damage reported,Yes,12900.0,11,0.10403225806451613,1,1,1,0
Jaguar,F-TYPE R,2015,26000.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Red,None reported,Yes,52500.0,11,2.019230769230769,1,0,0,0
Audi,A3 2.0T Premium,2018,36500.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Silver,At least 1 accident or damage reported,Yes,25500.0,8,0.6986301369863014,1,1,0,1
Chevrolet,Camaro 2SS,2022,1400.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,54900.0,4,39.214285714285715,1,0,0,0
Jeep,Wrangler Unlimited Sport S,2018,17000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,38500.0,8,2.264705882352941,1,0,0,0
Honda,Civic Sport,2021,42750.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,Black,Black,None reported,Yes,25698.0,5,0.6011228070175438,1,0,0,0
Porsche,Cayman Base,2011,67998.0,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,30000.0,15,0.4411894467484338,1,0,1,1
Ford,Mustang GT,2008,64500.0,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,16000.0,18,0.24806201550387597,1,1,1,0
Toyota,FJ Cruiser Base,2007,102000.0,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,24900.0,19,0.24411764705882352,1,0,1,0
Land,Rover Discovery SE,2004,145000.0,Gasoline,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,15500.0,22,0.10689655172413794,1,0,1,0
Porsche,718 Boxster S,2018,50000.0,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,55000.0,8,1.1,1,1,0,1
Chevrolet,Corvette Base,2004,37622.0,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,25500.0,22,0.6777949072351284,1,0,0,0
Toyota,Avalon Limited,2006,89987.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Beige,None reported,Yes,9499.0,20,0.10555969195550469,1,0,1,0
INFINITI,QX80 Base,2015,136390.0,Gasoline,5.6L V8 32V GDI DOHC,7-Speed Automatic,Black Obsidian,Black,None reported,Yes,20470.0,11,0.15008431703204048,1,0,1,0
Cadillac,DeVille Base,2000,90000.0,–,–,A/T,Green,Beige,At least 1 accident or damage reported,Yes,2990.0,26,0.03322222222222222,1,1,1,0
Chevrolet,Camaro 2SS,2015,27000.0,Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,33000.0,11,1.2222222222222223,1,0,0,0
Jeep,Liberty Renegade,2004,144770.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,6500.0,22,0.04489880500103613,1,1,1,0
Toyota,4Runner Trail,2011,157000.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,23500.0,15,0.14968152866242038,1,0,1,0
BMW,328 i xDrive,2010,132000.0,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,8500.0,16,0.06439393939393939,1,1,1,1
Ford,Excursion Limited Ultimate,2002,137000.0,Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,4-Speed A/T,Gold,Gold,None reported,Yes,15000.0,24,0.10948905109489052,1,0,1,0
Lexus,IS 300 Base,2018,50992.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,28000.0,8,0.5491057420771885,1,1,0,1
Cadillac,CTS Performance,2010,105760.0,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,12900.0,16,0.12197428139183056,1,0,1,0
Lexus,LC 500 Base,2018,29800.0,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,68495.0,8,2.298489932885906,1,0,0,1
BMW,540 i xDrive,2019,21000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,At least 1 accident or damage reported,Yes,42000.0,7,2.0,1,1,0,1
Chevrolet,Corvette Base,2000,152195.0,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,9900.0,26,0.0650481290449752,1,0,1,0
Hummer,H2 Base,2006,169900.0,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,At least 1 accident or damage reported,Yes,16900.0,20,0.09947027663331372,1,1,1,0
Volvo,XC90 3.2,2008,196000.0,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,6499.0,18,0.03315816326530612,1,0,1,0
